case_id,declared_salary,declared_emi,slip_salary,bank_salary_average,bank_emi_total,employer_match_score,slip_extraction_confidence,missing_document_count,missing_field_count,low_confidence_count,extraction_failure_count,consistency_category
SYN_2313,77464.69,13828.3,77464.69,77464.69,13828.3,1,0.95,0,0,0,0,CONSISTENT
SYN_2314,71071.04,11314.74,71071.04,48910.74,11314.74,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2315,71365.34,14012.96,71365.34,71365.34,14012.96,1,0.95,0,0,0,0,CONSISTENT
SYN_2316,59149.97,18365.04,59149.97,39927.8,18365.04,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2317,85042.15,15069.16,85042.15,85042.15,15069.16,1,0.95,0,0,0,0,CONSISTENT
SYN_2318,91871.52,27521.79,91871.52,91871.52,27521.79,1,0.95,0,0,0,0,CONSISTENT
SYN_2319,54840.47,13159.31,54840.47,54840.47,13159.31,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2320,60190.34,7262.97,60190.34,60190.34,7262.97,1,0.95,0,0,0,0,CONSISTENT
SYN_2321,75778.95,26375.66,75778.95,75778.95,26375.66,1,0.95,0,0,0,0,CONSISTENT
SYN_2322,54610.14,6297.9,54610.14,54610.14,12756.9,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2323,76840.92,15753.78,76840.92,52435.27,15753.78,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2324,74779.51,15969.68,74779.51,74779.51,15969.68,1,0.95,0,0,0,0,CONSISTENT
SYN_2325,81955.17,25081.97,81955.17,81955.17,25081.97,1,0.95,0,0,0,0,CONSISTENT
SYN_2326,83220.32,25646.07,83220.32,83220.32,25646.07,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2327,103031.17,26720.94,103031.17,103031.17,26720.94,1,0.95,0,0,0,0,CONSISTENT
SYN_2328,67993.01,10611.3,67993.01,67993.01,10611.3,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2329,76776.04,10630.14,76776.04,76776.04,10630.14,1,0.95,0,0,0,0,CONSISTENT
SYN_2330,87302.47,28699.16,87302.47,87302.47,28699.16,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2331,43769.2,4456.5,43769.2,43769.2,4456.5,1,0.95,0,0,0,0,CONSISTENT
SYN_2332,85082.61,17629.95,85082.61,85082.61,17629.95,1,0.95,0,0,0,0,CONSISTENT
SYN_2333,68962.84,9907.38,68962.84,68962.84,9907.38,1,0.95,0,0,0,0,CONSISTENT
SYN_2334,56788.82,9912.42,56788.82,34073.29,19824.84,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2335,65071.53,21835.3,65071.53,65071.53,44265.09,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2336,75062.99,10473.66,75062.99,75062.99,10473.66,1,0.95,0,0,0,0,CONSISTENT
SYN_2337,74553.46,17361.37,74553.46,74553.46,17361.37,1,0.95,0,0,0,0,CONSISTENT
SYN_2338,73430.75,19961.68,73430.75,44058.45,39923.36,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2339,71555.23,10656.5,71555.23,71555.23,10656.5,1,0.95,0,0,0,0,CONSISTENT
SYN_2340,58117.82,17508.21,58117.82,58117.82,17508.21,1,0.95,0,0,0,0,CONSISTENT
SYN_2341,71271.82,24493.96,71271.82,71271.82,24493.96,1,0.95,0,0,0,0,CONSISTENT
SYN_2342,78464.13,22263.86,78464.13,78464.13,35855.58,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2343,81704.58,18430.0,81704.58,49022.75,36860.0,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2344,89864.39,9119.62,89864.39,89864.39,9119.62,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2345,68892.16,8754.29,68892.16,68892.16,16815.92,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2346,89828.08,11392.47,89828.08,89828.08,11392.47,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2347,80518.31,9317.83,80518.31,80518.31,9317.83,1,0.95,0,0,0,0,CONSISTENT
SYN_2348,68450.3,13116.05,68450.3,68450.3,29587.07,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2349,69860.6,21135.02,69860.6,69860.6,21135.02,1,0.18,1,2,1,1,DATA_QUALITY_ISSUE
SYN_2350,64327.34,10384.85,64327.34,64327.34,10384.85,1,0.27,2,2,1,1,DATA_QUALITY_ISSUE
SYN_2351,86424.32,27550.37,86424.32,86424.32,27550.37,1,0.95,0,0,0,0,CONSISTENT
SYN_2352,85940.29,20668.24,85940.29,85940.29,20668.24,1,0.95,0,0,0,0,CONSISTENT
SYN_2353,92107.41,13632.67,92107.41,92107.41,13632.67,1,0.95,0,0,0,0,CONSISTENT
SYN_2354,65447.36,17254.64,65447.36,65447.36,42344.51,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2355,77181.35,11322.13,77181.35,77181.35,11322.13,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2356,95959.41,22778.11,95959.41,67509.92,22778.11,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2357,52730.47,7490.77,52730.47,52730.47,16433.59,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2358,64939.51,17653.36,64939.51,64939.51,33056.4,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2359,86547.55,18512.88,86547.55,86547.55,18512.88,1,0.95,0,0,0,0,CONSISTENT
SYN_2360,85959.89,16622.92,85959.89,85959.89,36602.79,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2361,76975.44,16523.89,76975.44,46185.26,33047.78,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2362,104552.07,28224.12,104552.07,104552.07,58105.83,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2363,66941.92,16113.13,66941.92,66941.92,24932.24,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2364,93585.17,15226.27,93585.17,93585.17,15226.27,1,0.95,0,0,0,0,CONSISTENT
SYN_2365,77884.97,18149.78,77884.97,77884.97,34526.5,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2366,92165.17,11943.55,92165.17,92165.17,11943.55,1,0.95,0,0,0,0,CONSISTENT
SYN_2367,73864.41,19563.83,73864.41,73864.41,19563.83,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2368,86637.29,10615.53,86637.29,86637.29,10615.53,1,0.33,2,1,2,1,DATA_QUALITY_ISSUE
SYN_2369,56129.7,17842.87,56129.7,56129.7,17842.87,1,0.95,0,0,0,0,CONSISTENT
SYN_2370,88187.07,15555.68,88187.07,57788.25,15555.68,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2371,60310.5,21063.3,60310.5,60310.5,21063.3,1,0.95,0,0,0,0,CONSISTENT
SYN_2372,77450.41,14487.69,77450.41,55227.02,14487.69,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2373,72432.65,20273.15,72432.65,72432.65,20273.15,1,0.95,0,0,0,0,CONSISTENT
SYN_2374,93710.78,29193.7,93710.78,93710.78,29193.7,1,0.95,0,0,0,0,CONSISTENT
SYN_2375,68026.11,12181.65,68026.11,68026.11,12181.65,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2376,69332.18,11384.89,69332.18,69332.18,11384.89,1,0.24,1,2,2,1,DATA_QUALITY_ISSUE
SYN_2377,77550.71,25738.33,77550.71,45934.62,25738.33,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2378,74649.09,23136.83,74649.09,74649.09,23136.83,1,0.95,0,0,0,0,CONSISTENT
SYN_2379,60934.52,20437.94,60934.52,60934.52,20437.94,1,0.31,2,3,1,1,DATA_QUALITY_ISSUE
SYN_2380,54488.42,17063.95,54488.42,54488.42,17063.95,1,0.33,2,3,2,1,DATA_QUALITY_ISSUE
SYN_2381,67477.96,8971.37,67477.96,67477.96,8971.37,1,0.95,0,0,0,0,CONSISTENT
SYN_2382,75080.56,21617.19,75080.56,45048.34,43234.38,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2383,40590.88,11576.31,40590.88,29844.69,11576.31,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2384,79539.41,22322.97,79539.41,79539.41,22322.97,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2385,69217.6,12645.93,69217.6,69217.6,12645.93,1,0.95,0,0,0,0,CONSISTENT
SYN_2386,43929.34,8010.0,43929.34,43929.34,8010.0,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2387,79083.55,12374.23,79083.55,79083.55,12374.23,1,0.95,0,0,0,0,CONSISTENT
SYN_2388,74140.94,15439.35,74140.94,74140.94,24255.6,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2389,76860.63,24443.72,76860.63,45092.68,24443.72,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2390,103453.34,34568.04,103453.34,103453.34,34568.04,1,0.95,0,0,0,0,CONSISTENT
SYN_2391,95619.17,17314.57,95619.17,95619.17,17314.57,1,0.95,0,0,0,0,CONSISTENT
SYN_2392,80395.21,10761.28,80395.21,80395.21,10761.28,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2393,79716.67,12408.88,79716.67,79716.67,12408.88,1,0.95,0,0,0,0,CONSISTENT
SYN_2394,69615.62,23378.64,69615.62,69615.62,23378.64,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2395,44020.46,7988.5,44020.46,28291.8,7988.5,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2396,106824.47,37014.45,106824.47,106824.47,90232.51,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2397,73771.58,19502.33,73771.58,44262.95,39004.66,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2398,89867.87,17815.2,89867.87,53920.72,35630.4,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2399,101632.36,28198.02,101632.36,101632.36,28198.02,1,0.39,1,1,2,1,DATA_QUALITY_ISSUE
SYN_2400,52812.06,8826.97,52812.06,38710.29,8826.97,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2401,55944.57,12325.62,55944.57,55944.57,26097.7,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2402,92320.41,13810.5,92320.41,72793.92,13810.5,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2403,66129.08,12484.04,66129.08,41142.16,12484.04,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2404,98327.98,23209.83,98327.98,65195.48,23209.83,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2405,74819.35,10645.0,74819.35,40240.89,10645.0,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2406,58188.49,14619.13,58188.49,58188.49,14619.13,1,0.3,1,2,1,1,DATA_QUALITY_ISSUE
SYN_2407,72066.98,11151.83,72066.98,72066.98,11151.83,1,0.95,0,0,0,0,CONSISTENT
SYN_2408,82633.64,13985.7,82633.64,54577.14,13985.7,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2409,69044.68,14472.45,69044.68,69044.68,14472.45,1,0.95,0,0,0,0,CONSISTENT
SYN_2410,65640.25,19210.32,65640.25,65640.25,19210.32,1,0.95,0,0,0,0,CONSISTENT
SYN_2411,90208.59,22333.69,90208.59,90208.59,54374.76,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2412,108475.32,12143.8,108475.32,108475.32,12143.8,1,0.95,0,0,0,0,CONSISTENT
SYN_2413,69068.3,18509.34,69068.3,69068.3,18509.34,1,0.95,0,0,0,0,CONSISTENT
SYN_2414,68809.81,23942.01,68809.81,39088.5,23942.01,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2415,112870.76,35079.61,112870.76,112870.76,35079.61,1,0.95,0,0,0,0,CONSISTENT
SYN_2416,54051.43,8189.11,54051.43,40459.3,8189.11,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2417,75291.87,15306.9,75291.87,57451.67,15306.9,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2418,56870.92,18130.59,56870.92,56870.92,18130.59,1,0.95,0,0,0,0,CONSISTENT
SYN_2419,57849.9,15920.55,57849.9,45009.65,15920.55,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2420,70147.93,11251.46,70147.93,70147.93,11251.46,1,0.95,0,0,0,0,CONSISTENT
SYN_2421,93803.25,16841.25,93803.25,93803.25,32864.4,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2422,100594.96,29924.13,100594.96,100594.96,29924.13,1,0.95,0,0,0,0,CONSISTENT
SYN_2423,39931.14,6901.94,39931.14,39931.14,16031.39,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2424,85673.85,19307.62,85673.85,56223.35,19307.62,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2425,66916.57,8340.1,66916.57,48664.32,8340.1,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2426,69806.82,7952.27,69806.82,69806.82,7952.27,1,0.95,0,0,0,0,CONSISTENT
SYN_2427,80653.27,14893.5,80653.27,80653.27,14893.5,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2428,59372.8,12089.5,59372.8,59372.8,12089.5,1,0.95,0,0,0,0,CONSISTENT
SYN_2429,75733.1,10208.06,75733.1,75733.1,10208.06,1,0.95,0,0,0,0,CONSISTENT
SYN_2430,93522.76,19826.25,93522.76,93522.76,19826.25,1,0.95,0,0,0,0,CONSISTENT
SYN_2431,78842.94,24295.63,78842.94,78842.94,24295.63,1,0.95,0,0,0,0,CONSISTENT
SYN_2432,49138.55,13721.64,49138.55,37492.97,13721.64,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2433,84061.99,15907.41,84061.99,84061.99,15907.41,1,0.95,0,0,0,0,CONSISTENT
SYN_2434,85814.87,14214.64,85814.87,85814.87,14214.64,1,0.18,1,3,1,1,DATA_QUALITY_ISSUE
SYN_2435,92245.73,10256.61,92245.73,92245.73,18425.39,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2436,82397.55,11247.61,82397.55,82397.55,11247.61,1,0.95,0,0,0,0,CONSISTENT
SYN_2437,78358.9,20837.68,78358.9,78358.9,20837.68,1,0.95,0,0,0,0,CONSISTENT
SYN_2438,45802.12,12818.53,45802.12,45802.12,12818.53,1,0.95,0,0,0,0,CONSISTENT
SYN_2439,80330.07,8509.29,80330.07,80330.07,8509.29,1,0.95,0,0,0,0,CONSISTENT
SYN_2440,47860.98,9787.21,47860.98,47860.98,9787.21,1,0.95,0,0,0,0,CONSISTENT
SYN_2441,68167.99,21239.75,68167.99,68167.99,21239.75,1,0.32,2,2,1,1,DATA_QUALITY_ISSUE
SYN_2442,78674.36,17938.21,78674.36,78674.36,17938.21,1,0.95,0,0,0,0,CONSISTENT
SYN_2443,110539.31,37271.23,110539.31,85189.74,37271.23,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2444,95931.51,28813.43,95931.51,57558.91,57626.86,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2445,70928.92,15871.34,70928.92,70928.92,15871.34,1,0.35,2,1,2,1,DATA_QUALITY_ISSUE
SYN_2446,68040.78,11097.69,68040.78,68040.78,11097.69,1,0.95,0,0,0,0,CONSISTENT
SYN_2447,68230.46,11341.03,68230.46,68230.46,11341.03,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2448,59731.33,16550.42,59731.33,59731.33,16550.42,1,0.95,0,0,0,0,CONSISTENT
SYN_2449,61267.84,18457.21,61267.84,61267.84,18457.21,1,0.95,0,0,0,0,CONSISTENT
SYN_2450,76896.89,20157.25,76896.89,76896.89,20157.25,1,0.95,0,0,0,0,CONSISTENT
SYN_2451,79592.02,20220.84,79592.02,79592.02,20220.84,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2452,71534.11,10414.21,71534.11,55989.05,10414.21,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2453,65743.83,19882.15,65743.83,65743.83,19882.15,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2454,58347.17,17005.05,58347.17,58347.17,33010.22,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2455,55712.04,14383.14,55712.04,55712.04,14383.14,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2456,67417.65,11976.76,67417.65,67417.65,11976.76,1,0.24,2,1,1,1,DATA_QUALITY_ISSUE
SYN_2457,80616.62,25319.37,80616.62,48369.97,50638.74,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2458,88518.1,16547.08,88518.1,88518.1,16547.08,1,0.95,0,0,0,0,CONSISTENT
SYN_2459,82974.98,11671.51,82974.98,49784.99,23343.02,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2460,81849.0,22237.71,81849.0,49109.4,44475.42,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2461,70574.59,10480.22,70574.59,41318.3,10480.22,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2462,93098.81,21676.45,93098.81,69048.99,21676.45,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2463,96109.5,14218.76,96109.5,96109.5,14218.76,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2464,81117.15,25828.39,81117.15,81117.15,25828.39,1,0.95,0,0,0,0,CONSISTENT
SYN_2465,87243.33,17654.73,87243.33,87243.33,17654.73,1,0.95,0,0,0,0,CONSISTENT
SYN_2466,59121.48,10316.4,59121.48,35472.89,20632.8,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2467,85076.14,16503.46,85076.14,85076.14,16503.46,1,0.95,0,0,0,0,CONSISTENT
SYN_2468,49273.2,15725.52,49273.2,38124.92,15725.52,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2469,109331.86,36875.24,109331.86,109331.86,36875.24,1,0.95,0,0,0,0,CONSISTENT
SYN_2470,48551.45,7712.49,48551.45,48551.45,7712.49,1,0.32,2,3,1,1,DATA_QUALITY_ISSUE
SYN_2471,58857.51,13633.16,58857.51,58857.51,13633.16,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2472,76723.89,11131.79,76723.89,76723.89,11131.79,1,0.95,0,0,0,0,CONSISTENT
SYN_2473,71068.23,17707.19,71068.23,42640.94,35414.38,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2474,73210.19,20164.17,73210.19,73210.19,20164.17,1,0.95,0,0,0,0,CONSISTENT
SYN_2475,72664.07,23553.54,72664.07,72664.07,23553.54,1,0.95,0,0,0,0,CONSISTENT
SYN_2476,69712.07,20393.07,69712.07,69712.07,33476.29,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2477,52214.85,18068.86,52214.85,31328.91,36137.72,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2478,96203.24,33637.42,96203.24,96203.24,33637.42,1,0.95,0,0,0,0,CONSISTENT
SYN_2479,64788.34,10905.97,64788.34,64788.34,26443.3,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2480,76360.98,20267.22,76360.98,76360.98,20267.22,1,0.95,0,0,0,0,CONSISTENT
SYN_2481,82661.68,22658.35,82661.68,82661.68,22658.35,1,0.15,2,2,2,1,DATA_QUALITY_ISSUE
SYN_2482,51140.08,8150.66,51140.08,51140.08,8150.66,1,0.95,0,0,0,0,CONSISTENT
SYN_2483,65914.8,22585.27,65914.8,65914.8,22585.27,1,0.95,0,0,0,0,CONSISTENT
SYN_2484,74519.36,13472.99,74519.36,74519.36,13472.99,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2485,106669.45,14570.33,106669.45,106669.45,14570.33,1,0.95,0,0,0,0,CONSISTENT
SYN_2486,62091.52,19550.05,62091.52,62091.52,19550.05,1,0.95,0,0,0,0,CONSISTENT
SYN_2487,89222.14,23714.08,89222.14,89222.14,23714.08,1,0.95,0,0,0,0,CONSISTENT
SYN_2488,70410.68,19076.01,70410.68,70410.68,19076.01,1,0.95,0,0,0,0,CONSISTENT
SYN_2489,73569.88,22313.42,73569.88,73569.88,22313.42,1,0.95,0,0,0,0,CONSISTENT
SYN_2490,100954.83,33461.19,100954.83,100954.83,33461.19,1,0.37,1,1,1,1,DATA_QUALITY_ISSUE
SYN_2491,65843.82,9361.37,65843.82,65843.82,9361.37,1,0.95,0,0,0,0,CONSISTENT
SYN_2492,80437.97,19986.3,80437.97,80437.97,19986.3,1,0.95,0,0,0,0,CONSISTENT
SYN_2493,64100.39,12397.57,64100.39,64100.39,27135.4,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2494,72324.06,10128.92,72324.06,72324.06,15272.22,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2495,109057.42,18977.73,109057.42,109057.42,18977.73,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2496,75807.47,10789.9,75807.47,75807.47,10789.9,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2497,102999.38,15701.62,102999.38,61799.63,31403.24,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2498,98980.36,21397.69,98980.36,98980.36,21397.69,1,0.95,0,0,0,0,CONSISTENT
SYN_2499,75532.47,25493.51,75532.47,75532.47,42814.95,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2500,80627.5,8857.12,80627.5,80627.5,8857.12,1,0.95,0,0,0,0,CONSISTENT
SYN_2501,68517.21,20940.88,68517.21,68517.21,35991.93,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2502,63112.94,16445.8,63112.94,63112.94,16445.8,1,0.95,0,0,0,0,CONSISTENT
SYN_2503,64414.97,14342.76,64414.97,64414.97,14342.76,1,0.95,0,0,0,0,CONSISTENT
SYN_2504,62833.39,19356.42,62833.39,62833.39,19356.42,1,0.19,2,1,2,1,DATA_QUALITY_ISSUE
SYN_2505,68061.79,19217.69,68061.79,68061.79,19217.69,1,0.39,2,1,1,1,DATA_QUALITY_ISSUE
SYN_2506,59050.84,12081.56,59050.84,35430.5,24163.12,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2507,93912.74,10184.58,93912.74,63667.84,10184.58,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2508,84249.96,15711.55,84249.96,84249.96,15711.55,1,0.95,0,0,0,0,CONSISTENT
SYN_2509,44261.91,5614.19,44261.91,44261.91,5614.19,1,0.95,0,0,0,0,CONSISTENT
SYN_2510,69266.22,7505.65,69266.22,69266.22,7505.65,1,0.95,0,0,0,0,CONSISTENT
SYN_2511,95855.0,29396.99,95855.0,51002.14,29396.99,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2512,94738.31,25984.14,94738.31,64047.47,25984.14,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2513,78125.73,18242.9,78125.73,46875.44,36485.8,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2514,67989.21,12582.68,67989.21,67989.21,12582.68,1,0.95,0,0,0,0,CONSISTENT
SYN_2515,74854.52,22919.02,74854.52,74854.52,43595.56,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2516,89874.71,10369.42,89874.71,89874.71,10369.42,1,0.95,0,0,0,0,CONSISTENT
SYN_2517,52009.74,14535.9,52009.74,52009.74,14535.9,1,0.95,0,0,0,0,CONSISTENT
SYN_2518,58071.14,6545.4,58071.14,58071.14,6545.4,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2519,80445.06,10950.89,80445.06,80445.06,10950.89,1,0.95,0,0,0,0,CONSISTENT
SYN_2520,49183.84,16523.17,49183.84,49183.84,16523.17,1,0.95,0,0,0,0,CONSISTENT
SYN_2521,69623.95,13152.35,69623.95,41774.37,26304.7,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2522,56625.0,12885.2,56625.0,56625.0,12885.2,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2523,65397.68,10838.43,65397.68,65397.68,10838.43,1,0.95,0,0,0,0,CONSISTENT
SYN_2524,97256.16,21828.09,97256.16,97256.16,21828.09,1,0.95,0,0,0,0,CONSISTENT
SYN_2525,66571.05,6976.2,66571.05,66571.05,6976.2,1,0.95,0,0,0,0,CONSISTENT
SYN_2526,53566.43,7645.87,53566.43,53566.43,7645.87,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2527,92838.4,28172.49,92838.4,92838.4,28172.49,1,0.95,0,0,0,0,CONSISTENT
SYN_2528,85008.68,12865.39,85008.68,61305.57,12865.39,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2529,80563.63,10158.5,80563.63,80563.63,25220.39,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2530,71500.67,19446.37,71500.67,42900.4,38892.74,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2531,62302.53,13117.11,62302.53,62302.53,13117.11,1,0.12,2,1,1,1,DATA_QUALITY_ISSUE
SYN_2532,84119.21,20244.15,84119.21,84119.21,20244.15,1,0.95,0,0,0,0,CONSISTENT
SYN_2533,52710.05,18376.38,52710.05,31626.03,36752.76,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2534,68904.44,21420.31,68904.44,68904.44,21420.31,1,0.31,2,3,1,1,DATA_QUALITY_ISSUE
SYN_2535,74339.92,7835.93,74339.92,74339.92,7835.93,1,0.95,0,0,0,0,CONSISTENT
SYN_2536,69892.32,15744.07,69892.32,41690.68,15744.07,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2537,97575.93,28843.34,97575.93,97575.93,28843.34,1,0.95,0,0,0,0,CONSISTENT
SYN_2538,58799.96,14550.56,58799.96,32938.85,14550.56,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2539,67585.42,10558.31,67585.42,67585.42,10558.31,1,0.95,0,0,0,0,CONSISTENT
SYN_2540,65000.57,15643.83,65000.57,50926.92,15643.83,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2541,91526.07,21971.78,91526.07,91526.07,21971.78,1,0.95,0,0,0,0,CONSISTENT
SYN_2542,82379.9,13645.21,82379.9,82379.9,13645.21,1,0.95,0,0,0,0,CONSISTENT
SYN_2543,91093.94,10191.54,91093.94,91093.94,10191.54,1,0.95,0,0,0,0,CONSISTENT
SYN_2544,62199.01,17201.64,62199.01,62199.01,17201.64,1,0.95,0,0,0,0,CONSISTENT
SYN_2545,102780.6,20246.55,102780.6,102780.6,20246.55,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_2546,68733.25,13714.85,68733.25,68733.25,13714.85,1,0.95,0,0,0,0,CONSISTENT
SYN_2547,43974.36,9985.61,43974.36,43974.36,15217.82,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2548,76340.93,23281.47,76340.93,76340.93,23281.47,1,0.95,0,0,0,0,CONSISTENT
SYN_2549,48518.57,8467.01,48518.57,48518.57,15944.24,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_2550,68898.37,23549.69,68898.37,41339.02,47099.38,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_2551,91253.75,18864.55,91253.75,60738.99,18864.55,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2552,69998.09,20010.75,69998.09,69998.09,20010.75,1,0.95,0,0,0,0,CONSISTENT
SYN_2553,83565.47,12848.29,83565.47,59723.46,12848.29,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_2554,84428.99,15748.27,84428.99,50657.39,31496.54,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
